004sg,6k1/p3b2p/1p1pP3/2p3P1/1Pnp3B/P6P/3Q3K/8 w - - 0 38,b4c5 c4d2 c5c6 d6d5 g5g6 e7d6,2506,104,https://lichess.org/pSRIvt7K#75
00Mei,8/6rk/6p1/1R3b1p/2pQ1P2/2P3P1/qP4PK/8 b - - 0 36,f5d3 d4d8 a2a7 b5b8 a7b8 d8b8,2577,78,https://lichess.org/xvCSyLc3/black#72
00Rqg,2k1r2r/Qpq5/3bp3/1P1P4/5pp1/2P5/1B2RPP1/R5K1 w - - 1 28,e2e6 c7h7 a7a8 d6b8 e6c6 b7c6,2507,84,https://lichess.org/HiWWZDYW#55
00cZE,4k3/5p2/3r4/pRp3Pp/2P1p3/6P1/1KP4P/8 w - - 0 31,b5c5 e4e3 g5g6 e8f8 c5a5 e3e2,2549,87,https://lichess.org/GXkr4U3u#61
010Ev,4b1k1/1p3p2/4pPp1/3p2Rp/p2P3R/q1rBQ2P/6P1/6K1 w - - 0 30,d3g6 a3c1 e3c1 c3c1 g1h2 f7g6,2599,79,https://lichess.org/UOMjn4Zf#59
010rQ,r3kb1r/1p1b1p2/p2ppp1p/n1q2P1B/3NP3/2N3R1/P1PQ2PP/1R4K1 b kq - 0 19,a5c4 d2f2 e6e5 d4e6 c5f2 g1f2,2533,86,https://lichess.org/vbymThWp/black#38
01Ot9,8/8/5p2/5r1k/6Rp/5P2/4KP2/8 w - - 3 58,e2e3 f5e5 e3d3 e5g5 g4b4 h4h3,2525,94,https://lichess.org/XHnJHUML#115
01Pkf,r2q1rk1/3pb1pp/1p1Npn2/pB2B3/3P3P/PQ6/1P3Pb1/R3K1R1 b Q - 1 20,g2d5 b3g3 g7g6 b5d3 e7d6 d3g6,2522,85,https://lichess.org/4eK8QZdx/black#40
01i3o,5r1k/p2q2pb/3p4/2r1pPp1/P1p1Q1N1/2P3PP/5RK1/3R4 w - - 8 31,g4e5 d7e8 e5g6 h7g6 e4e8 g6e8,2580,108,https://lichess.org/DUJsA70P#61
01tei,8/8/8/1kr2P1R/8/6K1/8/8 w - - 0 52,f5f6 c5h5 g3g4 h5h8 g4f5 b5c6,2503,77,https://lichess.org/DlcVV8pm#103
01ti6,4n1k1/K5b1/1p6/7p/1P1B1PpP/P3P1P1/8/8 b - - 0 46,g7d4 e3d4 b6b5 a7b6 e8d6 b6c7,2546,106,https://lichess.org/8qL1LjAS/black#92
01zXk,6k1/5p2/4p1r1/2Q3P1/7P/8/r7/6K1 b - - 0 49,f7f6 c5c8 g8h7 c8b7 h7h8 b7b1,2585,87,https://lichess.org/sWqqc3n6/black#98
02YEp,r1b5/7p/pp4pk/2qpQn1r/8/PBN2P1P/1PP3P1/3RR2K w - - 3 24,e5d5 f5g3 h1h2 h5h3 g2h3 c5f2,2556,85,https://lichess.org/cafPuOxW#47
02kZu,8/3k4/8/pp1PPKb1/6P1/8/P7/8 b - - 1 43,g5h4 g4g5 a5a4 e5e6 d7e8 d5d6,2515,90,https://lichess.org/ItIbtHc9/black#86
02rFZ,r1bq1rk1/pppnbpp1/2npP2p/8/2B5/1QN2N2/PP3PPP/R1BR2K1 b - - 0 11,c6a5 b3a4 a5c4 e6d7 d8d7 a4c4,2538,83,https://lichess.org/j960OepU/black#22
035S0,r2q1k1r/p3bBpp/b1p2n2/1Nn3N1/2Q5/8/PP1P1PPP/R1B2RK1 w - - 0 14,f7h5 d8d5 c4d5 f6d5 d2d4 e7g5,2520,89,https://lichess.org/UbBAyFgb#27
03BKg,1rbq1k1r/p1p3pp/2nbPpn1/3N4/3P4/2P2Q2/PP3PPP/R1B1R1K1 b - - 2 18,c6e7 f3f6 g7f6 c1h6 f8g8 d5f6,2588,85,https://lichess.org/yChTknxk/black#36
03DIX,4rrk1/5pp1/3p3p/p1p5/2q1P3/4Q3/PP3P2/1K2R1R1 b - - 1 23,g7g5 e3g5 h6g5 g1g5 g8h8 e1h1,2526,84,https://lichess.org/M4Zq4Q9z/black#46
03K14,8/8/6P1/5P2/2k5/1p5r/1Kp5/2R5 b - - 0 53,h3h8 g6g7 h8a8 c1a1 c2c1b a1c1,2535,91,https://lichess.org/vBgyFox8/black#106
03cEV,8/8/4bP2/3k3p/2p5/2K2N2/P7/8 w - - 3 47,f3g5 d5e5 f6f7 e6f7 g5f7 e5f4,2598,79,https://lichess.org/k64RD6jT#93
03fw0,8/5pp1/7p/RB2k3/P3n1P1/1r3PKP/8/8 w - - 1 42,g3h4 e5f4 b5c4 e4g3 a5f5 g3f5,2581,94,https://lichess.org/CYqRmgFu#83
03rKZ,8/1p5p/4k3/3p1p2/p1pP1P2/2P3KP/PP6/8 b - - 1 36,b7b5 g3h4 e6f6 h4h5 b5b4 a2a3,2530,91,https://lichess.org/CTJcJbEW/black#72
040I3,8/5ppk/2Q1n3/1P6/4p2q/4P3/5P2/4B1K1 w - - 1 39,g1f1 h4h3 f1e2 e6d4 e2d2 d4c6,2517,106,https://lichess.org/qzubiBKG#77
04IsZ,5k2/2rR1pp1/5b1p/1P5P/P1B5/1K2r3/8/3R4 w - - 0 36,b3b4 f6c3 b4b3 c3d4 b3a2 c7d7,2580,92,https://lichess.org/C6DKCvIN#71
04KSC,8/7k/4p3/p7/P6p/8/1PP1K3/8 b - - 0 45,e6e5 e2f3 h7g6 f3g4 e5e4 g4h4,2588,86,https://lichess.org/XDphDRKz/black#90
04Vgk,r1b2rk1/p1p2ppp/2p5/3q4/6n1/6Q1/PPP1BPPP/RN2K2R w KQ - 2 12,e2g4 f8e8 g4e2 e8e2 e1e2 c8a6,2522,78,https://lichess.org/nq4A49h6#23
04tqd,r4r1k/6b1/b2p2Q1/p2RP2p/1p6/PB2qP2/1PP3PP/1K5R b - - 2 25,d6e5 d5d6 e3h6 g6h6 g7h6 d6h6,2520,90,https://lichess.org/9ifRTMqZ/black#50
052VG,2r3k1/pb2n1pp/1p2p1r1/4Ppq1/3P3P/1QP1pRB1/PP2B1PK/R7 b - - 0 25,g5g4 f3e3 b7f3 e3f3 f5f4 h2g1,2554,106,https://lichess.org/3VIO9h2w/black#50
05UHJ,4r2k/3q2p1/5bbp/2p1p1n1/2P5/1Q1P1NNP/P3R1P1/4R1K1 w - - 7 29,f3e5 f6e5 e2e5 e8e5 b3b8 e5e8,2523,77,https://lichess.org/azOTCTGC#57
05UeM,3R4/1p6/8/2P5/4Np2/p3kP2/r7/6K1 w - - 4 52,d8d1 a2c2 d1a1 a3a2 e4c3 c2c3,2591,104,https://lichess.org/SWisgAp5#103
05Wpi,r4rk1/1p3ppp/2nq1b1B/p1p1pPN1/P1P4P/3P4/1P3P2/R2QK1R1 b Q - 2 20,g8h8 d1h5 g7h6 h5h6 f6g5 h6d6,2590,107,https://lichess.org/8Wl671uy/black#40
05oHZ,3r2k1/2q2p2/4p1p1/4P2p/4Q3/pPP1P3/P1R2PPP/2K5 w - - 3 39,c3c4 c7a5 c1b1 a5e1 c2c1 e1f2,2507,84,https://lichess.org/8ryVyiWE#77
05xK8,k7/8/p2p4/Pq1Pp3/Q1p1P1p1/6Pp/2P1K2P/8 w - - 0 48,a4a3 c4c3 e2f2 b5c4 a3d6 c4d4,2539,96,https://lichess.org/sw7jl6cB#95
05xRm,8/8/4k3/5p1p/3pr1pP/1KR3P1/2P2P2/8 w - - 0 42,c3c6 e6d5 c6f6 e4e5 f6f8 d5e4,2511,95,https://lichess.org/eE3rg09L#83
063ek,7k/7p/pp6/2p1p3/1P1n4/P2P3P/1BP3K1/8 b - - 0 34,c5b4 b2d4 e5d4 a3a4 h8g7 g2f3,2566,107,https://lichess.org/pe61I9k0/black#68
06QwF,4kb2/8/4PP2/6N1/1pp4p/2P2K2/P7/8 w - - 1 41,c3b4 c4c3 e6e7 c3c2 e7f8r e8f8,2594,83,https://lichess.org/p2k6WENp#81
06oqh,8/2p5/pp1b3R/4p2P/P1P2pP1/1P6/3r1k2/4R2K w - - 3 40,h6d6 d2d6 e1e5 f2g3 e5e1 f4f3,2532,104,https://lichess.org/rHjIahFB#79
06wOP,4rr1k/p5pp/8/2pb1p2/5Q1b/P2P4/1PP2P2/1RB1K3 w - - 1 24,c1e3 g7g5 f4d6 f5f4 e1d2 f4e3,2584,80,https://lichess.org/EjzBjcpN#47
075GK,6k1/3n1p1p/r1p2qp1/p3p3/8/1Q2PBP1/PP4K1/5R2 b - - 4 24,f6d6 f3e2 a6a8 b3f7 g8h8 f1d1,2507,93,https://lichess.org/R3GWcAmU/black#48
07Fj0,4r3/pQP2p1k/8/6pp/5r1b/P2N3K/1P4R1/5n2 w - - 2 40,g2g3 e8e2 b7g2 e2g2 h3g2 f4c4,2548,79,https://lichess.org/1CDTEyzO#79
07U8A,r5r1/ppp2k2/2np1b2/5q2/2PPp3/2N1P2P/PP3PB1/R2QR1K1 w - - 1 18,g1h2 g8g2 h2g2 a8g8 g2f1 f6h4,2521,109,https://lichess.org/Ogi2lj0y#35
07ctt,2nr3r/1k6/1p1p4/Q1p1p3/P1P1Pqpp/2B5/2PN1PPP/1R3RK1 w - - 2 25,g2g3 h4g3 f2g3 f4e3 g1h1 d8d7,2518,95,https://lichess.org/Ahd8kMJx#49
07qcu,q1r3k1/2pnppbp/2b2np1/1p6/3P1B2/1QN2NP1/1P2PPBP/5RK1 w - - 2 15,c3b5 a8b7 f1c1 b7b5 b3b5 c6b5,2581,82,https://lichess.org/ZASrSQcr#29
08GhC,r1bq1rk1/ppp1bp1n/2n1p3/3p2BQ/3P4/2NBP3/PPP2PPP/R4RK1 b - - 2 11,h7g5 f2f4 f7f5 h5g6 g8h8 f4g5,2508,86,https://lichess.org/j4EtEx9I/black#22
08OPe,r2q1k2/pppb2bQ/1n1p2p1/3P4/2P3P1/2NBr3/PP6/2KR3R b - - 0 21,e3d3 d1f1 d7f5 h7g6 d8f6 f1f5,2509,105,https://lichess.org/14sbIJaG/black#42
08QVE,r4k1r/pppR1p1p/5b2/8/4QP2/P6B/1q5P/5R1K b - - 2 24,b2c3 e4b7 a8d8 d7c7 c3c7 b7c7,2527,79,https://lichess.org/U2RlBugA/black#48
08aqk,1k4r1/pp6/6q1/4P3/2Pp4/1P3RP1/P3RK1r/5Q2 w - - 6 36,f2e1 h2h1 f1h1 g6b1 e1d2 b1h1,2578,103,https://lichess.org/SKP56OMV#71
08sTy,rnb2r1k/p1b3p1/1p3q1p/3p2n1/3P4/1B1N4/PP3PPP/RNBQR1K1 w - - 4 17,d3e5 c7e5 c1g5 f6f2 g1h1 c8g4,2542,100,https://lichess.org/xKfPHpkS#33
09DES,2k5/pp5p/2pp4/P4p1q/1PP2P2/3P1r2/4Q2P/R6K b - - 2 31,h5h3 a1e1 f3e3 e2e3 h3e3 e1e3,2541,82,https://lichess.org/Sb1VdqG7/black#62
09PBd,4r1k1/5p2/pN4pb/1pP4p/1n1R4/3bPN1P/4R1P1/5K2 w - - 2 39,d4b4 d3e2 f1e2 h6e3 b6d5 e3c5,2573,87,https://lichess.org/gVsxZXnp#77
09TXo,4r3/4q1k1/P3rpp1/3p1p1p/2pP1b2/2P1P3/2Q2KPP/1R2RN2 b - - 0 29,f4e3 e1e3 e6e3 b1b7 e7b7 a6b7,2516,77,https://lichess.org/NFCbrYjy/black#58
09e7O,r7/p4rkp/5pp1/1NPQ4/1P2p3/6P1/P4RKP/q7 b - - 1 29,f6f5 d5a8 e4e3 f2e2 f5f4 a8f3,2538,79,https://lichess.org/R3RFLJtC/black#58
09oaI,rn3rk1/pbpp3p/1p2pqpQ/4N3/2B1nP2/P7/1PP3PP/RN3RK1 b - - 0 13,d7d6 f4f5 f6e5 c4e6 e5e6 f5e6,2541,86,https://lichess.org/12OmccXC/black#26
09uC7,rnb4r/pp2bkpp/4pn2/2p2P2/2q5/8/PPPP1RPP/RNBQ2K1 b - - 0 10,f6e4 d1h5 f7f6 d2d3 e6f5 d3c4,2567,108,https://lichess.org/NB6nJuuZ/black#20
0A2Lb,5r2/1kpK4/p4p2/R2Pp1p1/6R1/P4r1p/2P2P2/8 b - - 1 35,f8h8 g4b4 b7a7 c2c4 h8b8 d7c7,2545,141,https://lichess.org/7MjEC7S8/black#70
0A8Xj,5rk1/pppb2p1/7p/2QpqP1P/P3p1P1/8/2P3K1/R3R3 b - - 1 29,d7f5 e1f1 f8f6 g4f5 f6f5 f1f5,2564,112,https://lichess.org/RJq7u5aj/black#58
0AF4V,2q2r1k/8/5Pp1/2p1p1Pp/N1QbP3/3R2K1/P1P5/3R4 w - h6 0 37,c2c3 c8g4 g3h2 g4e2 h2h1 e2e4,2515,84,https://lichess.org/W8WvCCcQ#73
0AVOZ,5rk1/p1p4p/2p1p3/3n1rP1/3P4/P1P2pPq/2PQ1B1P/R5RK w - - 7 25,a1e1 d5f6 g3g4 f6g4 g1g4 h3g4,2568,87,https://lichess.org/Dfge4tvw#49
0Ag3d,3q1rk1/1p2ppbp/4b1p1/p3B3/1Q1Pn3/P2BPN2/2r2PPP/R3K2R w KQ - 0 18,b4b7 e4c5 b7b5 e6d7 b5c5 c2c5,2551,86,https://lichess.org/2f49cRG5#35
0BDaf,r1br1bk1/2p5/4p2p/p1N1Ppp1/3q4/1Q1N2P1/PP4PP/2R1R2K w - - 3 26,c5e6 a5a4 e6d4 a4b3 d4b3 d8d3,2515,90,https://lichess.org/bolT2Dnt#51
0BIpm,5b2/4pk2/4N1pp/p2P4/1pP3P1/1P6/8/1K6 b - - 0 39,h6h5 c4c5 h5h4 c5c6 h4h3 e6g5,2567,109,https://lichess.org/ypo07IbX/black#78
0BPvG,r1b1rbk1/5p1p/p3p1p1/qp6/3B4/1B6/P3QPPP/3R1RK1 b - - 1 25,f8g7 d4g7 g8g7 e2e4 c8b7 e4b7,2546,83,https://lichess.org/CjJHnBFN/black#50
0Bpnf,8/pb3kpr/1pq1p1Q1/5p2/3PpN1r/2P3R1/PP4P1/R5K1 b - - 1 29,f7e7 g3h3 h4f4 h3h7 f4g4 h7g7,2530,92,https://lichess.org/scu3sm9u/black#58
0BwJ2,8/2R5/4bk2/4p2p/1p2P1pP/5pP1/7K/8 w - - 0 45,h2g1 e6a2 c7b7 b4b3 b7b6 f6e7,2522,83,https://lichess.org/pgtoR9ec#89
0CFAe,r1b2rk1/pp2bppp/2n1p3/3qP3/3P3P/3B1N2/P4PP1/R1BQK2R w KQ - 1 12,d3h7 g8h7 f3g5 h7g8 d1h5 e7b4,2544,101,https://lichess.org/l1sRrfef#23
0CGlw,2kr3r/pp1qn1b1/3p1n1p/2pP1p2/1PP5/2N4p/P2N1PPB/1R1Q1RK1 b - - 0 17,h3g2 f1e1 f6g4 c3b5 g4h2 b4c5,2501,96,https://lichess.org/axiRaZAO/black#34
0CQJG,r1bq1rk1/pp3ppp/2np4/2bNp1NQ/2B1P3/7P/PP3nP1/R1B1R1K1 b - - 1 12,f2h3 g1h2 h3g5 c1g5 d8d7 h2g3,2587,81,https://lichess.org/457apBrT/black#24
0CWD7,r4rk1/7p/4bPp1/p2p4/1p2p3/8/PPPqB2Q/1K3R1R b - - 1 30,a8a7 e2g4 d2h2 g4e6 g8h8 h1h2,2559,103,https://lichess.org/BLjiDUUs/black#60
0CeNz,r1b2qk1/pp1p1p2/2p2p2/2b1r3/2P1PQ2/2N5/PPP2PPP/2KR3R b - - 2 14,c5d6 f4g3 e5g5 g3d6 f8d6 d1d6,2560,85,https://lichess.org/xp1v1PuW/black#28
0CoHx,4q1k1/5pb1/1p3n1p/n1pB1Qp1/P3p3/2P1N1BP/1P3PP1/6K1 w - - 3 29,g3e5 f6d5 e5g7 d5e3 f5f6 e3f5,2523,87,https://lichess.org/hY3f2S1X#57
0Csrz,1r6/k4pp1/p2p1q2/1bpQ4/2N1PP1p/2P4P/1P4PK/5R2 w - - 1 29,e4e5 f6e6 d5e6 f7e6 e5d6 b5c4,2535,89,https://lichess.org/Q6vq9C2d#57
0D7TI,5nk1/p1r4p/q3p1p1/3pP1NP/5Q2/8/6P1/5R1K b - - 3 30,a6c8 g5f7 c8e8 f7h6 g8g7 h6g4,2522,95,https://lichess.org/VJiBwWpN/black#60
0D7xm,3r1k2/pp3pp1/8/4bQN1/P1q1P2P/4p3/1pP3P1/1K5R b - - 1 25,f7f6 f5e6 c4e6 g5e6 f8e8 e6d8,2544,79,https://lichess.org/h9UMywel/black#50
0DHBa,2r5/1p2k3/3p3Q/3Pn3/4p1qP/PBB3p1/1P4P1/6K1 b - - 5 40,c8g8 c3e5 d6e5 d5d6 e7d7 h6f6,2501,101,https://lichess.org/mcNuuH6L/black#80
0DYqt,r3q1r1/pppb1p1k/3p1B1p/7Q/3PP3/3P1R2/PP4PP/R5K1 w - - 3 18,a1e1 d7g4 h5d5 c7c6 d5d6 g4f3,2525,91,https://lichess.org/7IVNwaUn#35
0Dg4l,6r1/2p4k/R1P1N2p/3p1p2/3PnPq1/8/2Q3PP/6K1 w - - 1 37,a6a7 g4f3 e6g5 g8g5 f4g5 f3e3,2540,100,https://lichess.org/T4GkqP9U#73
0Dray,r4rk1/pp5p/2p2q1b/8/2P3bN/2BB2P1/PPK5/5R1Q b - - 6 28,f6d6 d3h7 g8h7 h1e4 f8f5 h4f5,2528,92,https://lichess.org/6xlIPWTJ/black#56
0E6AS,8/8/1p3k2/p3p2P/P4pK1/5P2/8/8 b - - 4 43,f6g7 g4f5 g7h6 f5e5 h6g5 e5e4,2550,87,https://lichess.org/U3BSfwGS/black#86
0EANb,r1b2q1k/pp5p/3bBn2/8/8/3p3Q/PPP3PP/RN2R1K1 w - - 0 19,c2c3 d6c5 g1h1 f6e4 h3h5 e4f2,2537,88,https://lichess.org/hJT28VnC#37
0EC02,2n3k1/b2N1ppp/p3p3/2P5/2K5/P7/1B4PP/8 b - - 2 32,f7f6 c4b4 g8f7 b4a5 f7e7 d7b6,2515,83,https://lichess.org/CHr3wZlh/black#64
0EGiK,7r/p1pq1ppk/1p1p1bp1/3P3r/5B2/P1PP1R2/1P4QN/6RK w - - 4 30,f3g3 h7g8 g3e3 f6e5 e3e5 d6e5,2557,79,https://lichess.org/s7XTitJN#59
0EX5Z,8/3r1k1p/p2p2p1/3NnP2/P2QP3/8/3K1Rq1/8 b - - 3 43,e5f3 d2c3 f3d4 f5g6 f7g7 f2g2,2505,99,https://lichess.org/LIcJ6Z5Z/black#86
0Ea2E,8/8/8/1pPk4/1P2p2p/1K4bP/1B6/8 w - - 3 41,b3c3 g3e1 c3b3 e4e3 b3c2 d5e4,2534,89,https://lichess.org/3LQ9vOzT#81
0Ecd1,1r1q2k1/n4ppp/4p3/pP2N3/QpP5/3P4/5PPP/1R4K1 w - - 0 29,c4c5 a7b5 e5c6 b5c3 c6d8 c3a4,2533,97,https://lichess.org/VWqsxAPs#57
0EdMG,2r2rk1/1bq1n2p/p5pQ/1pp1bp2/8/1PN5/P3B1PP/B2R1RK1 b - - 5 21,e5g7 h6g7 g8g7 c3b5 g7h6 b5c7,2503,80,https://lichess.org/3uSNhBwb/black#42
0EesO,8/1r6/nP6/P7/3R4/1K3k2/8/8 b - - 0 51,f3e3 d4d8 b7g7 d8a8 a6c5 b3c4,2514,85,https://lichess.org/nYqJgqyO/black#102
0Ei9t,8/8/p1pp4/P2k3p/1P1P1p1P/3K1P2/8/8 b - - 0 33,d5e6 d3c4 e6d7 d4d5 d7c7 c4d4,2587,93,https://lichess.org/KhJgTmj2/black#66
0EwSl,r3k2r/ppq2p1b/2nbpn1p/3pN1p1/3P4/PBN2P1P/1PP3PB/R2Q1RK1 b kq - 4 14,c6e5 c3b5 e5f3 g1h1 d6h2 b5c7,2536,79,https://lichess.org/xsSVtYjs/black#28
0F0PY,5rk1/p3R2p/1b4p1/6N1/8/P5QP/1q1r1PP1/5RK1 w - - 2 27,g5h7 d2f2 g1h2 f2f1 g3g6 g8h8,2568,79,https://lichess.org/cjgekgKy#53
0F3tI,8/2p5/p7/1p1k4/8/PPPK4/8/8 w - - 0 61,c3c4 b5c4 b3c4 d5e5 c4c5 e5d5,2534,107,https://lichess.org/7EpVrIAv#121
0FFta,6rk/1B5p/3p3b/4q3/p1P2p2/P2P1Q1P/5R1K/8 w - - 1 39,b7e4 g8g3 f3e2 f4f3 e4f3 h6e3,2572,80,https://lichess.org/vVS07RFx#77
0FUmt,5b1r/pR1k1ppp/2p1pqn1/3p4/5BP1/6Q1/P2N1P1P/6K1 b - - 4 21,d7c8 b7c7 c8d8 g3b3 f8b4 b3b4,2572,111,https://lichess.org/wehFKb1r/black#42
0FVO4,2kr2r1/Q1p2p2/3q4/3p3n/P3p3/2P4P/2PP1PP1/R1B2RK1 w - - 1 21,c1a3 g8g2 g1g2 h5f4 g2h2 d6e6,2513,97,https://lichess.org/4DM9JA69#41
0FihT,3r3r/ppp3pp/2p2pk1/5b2/4n3/2PB4/PBP2PPP/3RR1K1 b - - 5 16,h8e8 g2g4 f5g4 e1e4 d8d3 e4g4,2593,105,https://lichess.org/AMLsvmKQ/black#32
0Fx38,8/6pp/8/2pk4/4RPP1/2P1K2P/8/3n4 w - - 5 49,e3d3 c5c4 e4c4 d1b2 d3c2 b2c4,2524,83,https://lichess.org/voJfL5ge#97
0G8D8,8/p7/P2p4/1K1P1Bb1/4P1Pp/7k/8/8 w - - 0 57,b5c6 h3g3 c6b7 h4h3 e4e5 g3f4,2504,93,https://lichess.org/bBh2UVXB#113
0GKvw,r4rkb/pQ2pp1p/6pP/8/2PP2q1/1P3NP1/PB2nPK1/R6R w - - 5 25,b7e7 e2f4 g2g1 g4f3 g3f4 f3g4,2585,80,https://lichess.org/UNTbYUsf#49
0GXXA,5k2/5ppp/3N4/1qPp4/3Pp1n1/4B3/5PPP/5RK1 b - - 4 28,b5b2 c5c6 b2b8 e3f4 e4e3 f2e3,2527,80,https://lichess.org/yxwHiEMN/black#56
0H04c,r1b2rk1/pppq2pp/2nppn2/2b5/2B5/1QN2N1P/PB3PP1/3RR1K1 b - - 2 14,d6d5 c3d5 e6d5 b2f6 g8h8 d1d5,2594,91,https://lichess.org/1JCyUQuN/black#28
0HAvu,r3r1k1/ppp1qppp/4b3/1P6/4Q3/5N2/R1P2PPP/1N2R1K1 w - - 1 16,f3d4 e7f8 d4e6 e8e6 e4e6 f7e6,2545,92,https://lichess.org/mt46GAtD#31
0HCs0,2k3r1/1p1q3p/p1n1p3/3p4/1P2n1r1/2PP1Np1/P3QP1P/RNB2RK1 w - - 0 21,d3e4 g3h2 g1h1 d7g7 f3g5 g4g5,2577,107,https://lichess.org/9NOJ9Xz8#41
0HGt4,5r2/p2k1Pp1/qp2p3/3pPn2/2pPr3/P1P3Q1/PR6/2B2RK1 w - - 4 24,f1f5 e6f5 g1f2 e4g4 e5e6 d7e6,2597,87,https://lichess.org/r9t8uLmr#47
0HOEy,3r2k1/1p2Rp1p/2b3p1/p4p2/2B2P2/1P5P/PQ4PK/3q4 b - - 2 30,d1d6 c4f7 g8f8 f7d5 d6f4 g2g3,2554,94,https://lichess.org/SGXhhL8E/black#60
0HRSp,5r1k/pbq4p/1p4P1/3p2P1/4B2Q/7P/PP2n2K/3R1R2 w - - 3 32,h2h1 e2g3 h4g3 f8f1 d1f1 c7g3,2578,87,https://lichess.org/jjfjNpS2#63
0HTdj,5k2/p4p2/4pR1Q/3pP3/5P1P/8/6PK/1rq5 b - - 4 31,f8e7 h6h7 c1h1 h2g3 b1b3 g3g4,2533,86,https://lichess.org/uo5fapvI/black#62
0HVZg,8/8/8/1pp1k2p/4P3/PP2PKP1/8/8 w - - 0 50,a3a4 c5c4 b3b4 b5a4 b4b5 e5d6,2513,85,https://lichess.org/g2gYelny#99
0HYas,8/7p/1pb3p1/1p2kp2/1K2p3/P1P3P1/1P2BP1P/8 w - - 4 43,e2b5 c6b5 b4b5 g6g5 b5c4 f5f4,2508,87,https://lichess.org/hqNCwr7I#85
0Hzct,1b2qrk1/1N6/R3pn1p/1p2p1p1/1n1pP2N/3P2P1/1Pr3BP/2BQ1RK1 b - - 3 23,g5h4 c1h6 h4g3 h2g3 e8g6 h6f8,2534,89,https://lichess.org/aPkVhrea/black#46
0IC8o,7r/P3r2P/KPk5/2P5/8/4pp2/2R4R/8 w - - 0 76,c2g2 f3g2 h2g2 e3e2 g2g8 e7e8,2508,90,https://lichess.org/9ATVi09F#151
0IDvu,r1b1rbk1/2qn4/1p2p1p1/3pP3/Np1B2P1/2PQ4/P6P/4RRK1 b - - 1 22,g8g7 f1f6 d7f6 e5f6 g7h7 d3h3,2588,85,https://lichess.org/et5fJYYx/black#44
0IWyJ,r1r3k1/1q3ppp/1pRb4/1P1Pp1P1/8/pb2BP2/1P1QB2P/1K5R w - - 0 26,c6d6 b3c2 d2c2 a3a2 b1a1 c8c2,2600,80,https://lichess.org/978Yd8Gb#51
0Im0t,4r1k1/pq6/5ppB/3nn2p/1p3P1P/2r2BQ1/PKP3P1/3R3R b - - 2 26,b7c6 f4e5 c3c2 b2b1 d5c3 b1c2,2537,86,https://lichess.org/4Lri26xx/black#52
0ItxE,2k3r1/pp6/7R/2p1p1qQ/PP2P3/2PP2P1/5rK1/1R6 w - - 0 30,g2f2 g5d2 f2f1 d2d3 f1e1 d3c3,2590,101,https://lichess.org/YEdKUPC5#59
0JC8q,5q2/3p2pk/1b4n1/p2PP2p/1pB4P/1Pr5/P2Q1pKN/3RR3 w - - 0 28,e1e2 g6f4 g2f1 f8f5 e2f2 f5h3,2511,105,https://lichess.org/CRsk0YVm#55
0JHIK,r4rk1/1bq2p1p/4pRp1/pppnP1N1/2pPB3/4P1P1/PP2Q2P/R5K1 w - - 0 20,g5h7 g8h7 e2h5 h7g7 h5g5 d5e7,2564,93,https://lichess.org/Z0XQeLII#39
0JjcY,r5rk/ppp2p2/3p3N/3Pb1p1/2P1P2n/3B2Pq/PP5P/4RRKQ b - - 0 23,e5g3 e1e3 g3h2 g1f2 h3g2 h1g2,2599,80,https://lichess.org/cM5I79kT/black#46
0JlvX,6k1/3N1pp1/3Qp2p/3b4/8/5P1P/2r1q1P1/6RK b - - 3 31,d5f3 d7f6 g7f6 g2f3 g8h7 d6g3,2535,79,https://lichess.org/bheYETWK/black#62
0K1SP,8/6p1/3k4/1p4p1/2p1K1P1/1P3P2/8/8 w - - 0 36,b3c4 b5b4 e4d4 d6c6 c4c5 b4b3,2502,86,https://lichess.org/6fe5mOeS#71
0KFYc,r4rk1/4qppp/p1nb4/1p6/5P2/1PP2B2/5B1P/R2Q1RK1 b - - 0 19,a8c8 a1a6 d6f4 f3c6 e7g5 c6g2,2509,97,https://lichess.org/msknBH0m/black#38
0KN3I,3rk1nr/p4ppp/8/1p1q4/Q4Bb1/2PpPN2/PP3PPP/3RK2R w Kk - 0 17,a4a7 g4f3 g2f3 d3d2 d1d2 d5d2,2564,94,https://lichess.org/lea6g5DI#33
0KXFA,8/pR6/3pQ1pp/3Pp3/4Pr1k/4qP2/P1r4N/6RK w - - 5 32,e6e7 h4h3 e7e6 f4f5 g1g3 h3g3,2597,104,https://lichess.org/FcsamAlX#63
0KYRm,4r1kr/3bbq1p/2p2p2/p2p3N/1p1P4/5Q1P/PPP3P1/4RRK1 b - - 3 26,h7h6 e1e7 e8e7 f3g3 g8f8 f1f6,2539,84,https://lichess.org/5cumoLDq/black#52
0KexS,8/3kNp2/p2N3B/1p1nn3/1P2K3/2P5/8/8 b - - 1 42,d7d6 e7f5 d6e6 f5d4 e6f6 e4d5,2508,78,https://lichess.org/m2fd6Tf2/black#84
0KfaI,1r6/2b3p1/6kp/p4rp1/P3Q2B/2q1P1P1/2p2P1P/2R1R1K1 w - - 5 34,c1c2 c3e1 g1g2 e1b4 c2c6 c7d6,2591,88,https://lichess.org/ukxzQVNy#67
