0BLZR,r6k/6pp/8/q3B3/1p2P3/1P6/3r1PPP/R2Q2K1 w - - 1 30,d1d2 a5a1 e5a1 a8a1 d2c1 a1c1,599,100,https://lichess.org/oNIb5ROi#59
0Br35,2kr4/pR2nRpp/2p5/8/8/2Pr1B2/P4PPP/6K1 w - - 1 21,f7e7 d3d1 f3d1 d8d1 e7e1 d1e1,578,93,https://lichess.org/Y31cCmso#41
0CZkx,4r1k1/p4ppp/2R5/1p4P1/3q4/7P/1N6/1K6 b - - 0 47,e8e2 c6c8 d4d8 c8d8 e2e8 d8e8,579,80,https://lichess.org/4dZJuXx8/black#94
0GKPM,r2q3r/1pk1n3/p1pb1pp1/2p5/5B2/2N5/PPP2PPP/R2QR1K1 w - - 2 16,e1e7 d8e7 d1d6 e7d6 f4d6 c7d6,599,98,https://lichess.org/XKsh1PLP#31
0Jo71,6k1/1R3ppp/p3b3/1p6/4r3/P1r4P/3B1PP1/6K1 b - - 2 29,c3a3 b7b8 e6c8 b8c8 e4e8 c8e8,527,84,https://lichess.org/mI4Fs1OQ/black#58
0MKfw,3r2k1/5p1p/2prp1p1/p7/2P3Q1/1P6/P2q1PPP/R3R1K1 w - - 2 28,e1d1 d2d1 a1d1 d6d1 g4d1 d8d1,600,99,https://lichess.org/q4GQVWtj#55
0OGFD,8/8/1p6/8/6K1/2k3P1/8/8 w - - 1 52,g4f5 b6b5 g3g4 b5b4 g4g5 b4b3,554,86,https://lichess.org/H8VYRXRJ#103
0Pipw,8/1K6/3p4/7P/4k3/8/8/8 b - - 0 57,d6d5 h5h6 d5d4 h6h7 d4d3 h7h8q,593,98,https://lichess.org/0IzY1zu9/black#114
0TbOf,3r2k1/5ppp/p2Q4/6P1/7P/3N4/qp2rP1K/2R2R2 b - - 1 32,d8d6 c1c8 d6d8 c8d8 e2e8 d8e8,600,89,https://lichess.org/EfRy3tGO/black#64
0UCqG,8/rk6/2pR4/5B2/8/1b6/2P2PPP/6K1 w - - 0 26,c2b3 a7a1 f5b1 a1b1 d6d1 b1d1,600,92,https://lichess.org/nwTYPU4d#51
0UXyc,6k1/1p1R1pp1/p1n4p/4r1N1/8/1q6/1P2QPPP/3R2K1 b - - 1 25,e5e2 d7d8 c6d8 d1d8 e2e8 d8e8,600,99,https://lichess.org/Ufo0XfaU/black#50
0UdjE,8/4k3/4p3/2KpP1p1/1p4P1/1P6/5P2/8 w - - 0 44,c5c6 d5d4 c6c5 d4d3 c5b4 d3d2,589,103,https://lichess.org/LjNTQ6Dx#87
0Ugmq,8/5kp1/3b3p/rp2p3/4B2N/1P2B3/2P2PPP/3R2K1 w - - 2 29,d1d6 a5a1 e3c1 a1c1 d6d1 c1d1,600,95,https://lichess.org/tryVpSGi#57
0gBwm,1r4k1/2p2ppp/4pn2/Q7/p4P2/5P1P/1Pq3PK/8 b - - 1 31,b8b2 a5a8 b2b8 a8b8 f6e8 b8e8,574,84,https://lichess.org/WcE0vm3C/black#62
0heID,8/7K/8/8/p6P/1k6/8/8 w - - 0 54,h7g7 a4a3 g7g8 a3a2 h4h5 a2a1q,600,93,https://lichess.org/hlEB56ln#107
0iV7A,3r3k/R5pp/4rp2/8/5K2/6P1/3B1PP1/8 b - - 0 38,d8d2 a7a8 d2d8 a8d8 e6e8 d8e8,595,102,https://lichess.org/GOHk4LLQ/black#76
0ljrD,3r3k/1pp2qpp/8/p7/8/2Q1P3/6PP/5R1K w - - 0 32,f1f7 d8d1 c3e1 d1e1 f7f1 e1f1,596,88,https://lichess.org/Ha22JjSj#63
0pl5v,8/8/7p/6p1/1P4k1/K3Q1P1/7q/8 b - - 0 62,h2g3 e3g3 g4g3 b4b5 g5g4 b5b6,589,95,https://lichess.org/T7pRGlCG/black#124
0qcZV,8/2P3pk/3R4/8/4R3/6Pp/2r2P1P/6K1 w - - 0 39,e4e7 c2c1 d6d1 c1d1 e7e1 d1e1,600,106,https://lichess.org/1QHBzNf7#77
0r2AO,4r1k1/4Qppp/4b3/4B3/3P4/5P1P/1R4PK/5r2 b - - 0 37,e8e7 b2b8 e6c8 b8c8 e7e8 c8e8,600,97,https://lichess.org/IdZuxZBG/black#74
0r2qn,2r3k1/2r2ppp/p3p3/q2p4/8/P2R4/QPPR1PPP/2K5 b - - 5 22,c7c2 d2c2 a5e1 d3d1 c8c2 c1c2,600,112,https://lichess.org/4WVkeSR7/black#44
0uNYR,3r1rk1/1n3pbp/pp2p1p1/2p5/P1N1qP2/2P2R2/1PQ3PP/R1B4K w - - 0 22,c2e4 d8d1 e4e1 d1e1 f3f1 e1f1,586,91,https://lichess.org/kEYRAq4m#43
11Paj,8/8/1p6/p5K1/2P4P/1k4P1/8/8 b - - 0 47,b3c4 h4h5 a5a4 h5h6 a4a3 h6h7,598,86,https://lichess.org/U2evCbd7/black#94
19Blp,5r1k/p4qpp/1pp5/8/8/4Q1N1/PP4PP/4R2K w - - 1 27,e1f1 f7f1 g3f1 f8f1 e3g1 f1g1,600,97,https://lichess.org/aTBIjKTb#53
1A80h,8/8/8/1p3K1p/2k2P1P/8/8/8 w - - 1 53,f5g6 b5b4 g6g7 b4b3 f4f5 b3b2,600,100,https://lichess.org/d8wbtFen#105
1APcK,4R3/p1p3pk/5p1p/2P2P2/1P6/1r6/6PP/3R3K w - - 2 35,d1d7 b3b1 d7d1 b1d1 e8e1 d1e1,600,103,https://lichess.org/Ga05Htue#69
